orf_plate,gene,decision,distance2,distance,threshold2,feature_count,usable_feature_count,control_rows,candidate_count,top_candidate,top_candidate_target,top_restoration_score,top_distance,top_target_match,top_target_list_match,best_target_rank,best_target_restoration_score,best_target_distance,has_target_candidate,positive_target_score,positive_top_score,shift_margin,replicate_consistency,data_source,source_hash,selection_rule_pass,selection_priority
BR00118050,ANXA1,CONTINUOUS,16.26700765629419,4.033237862598013,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,0.2073736063698131,3.196850781684579,False,False,179,-0.344585764244588,5.423034213862903,True,False,True,-4.073202081404254,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.00558659217877095
BR00118039,CDK9,CONTINUOUS,3.39448052206721,1.842411604953467,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-3.583029461798673,8.4438266662661,False,False,179,-7.701792946119561,16.0322843078416,True,False,False,-17.976703120339987,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.00558659217877095
BR00118049,FOXM1,CONTINUOUS,2.1882019062085054,1.4792572143506704,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.1014907783687013,1.6293881804437385,False,False,179,-0.8530794902351331,2.7411812046974364,True,False,False,-34.25457353296471,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.00558659217877095
BR00118050,CSK,CONTINUOUS,9.4328877419223,3.0713006596428,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,-0.0408784863333242,3.196850781684579,False,False,180,-0.7662275416842717,5.424615813855951,True,False,False,-10.907321995776146,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005555555555555556
BR00118050,FFAR2,CONTINUOUS,11.344173747900992,3.3681113027780114,20.340209737698444,96,96,124,260,ANR-94|ADORA2A|BRD-K31170746-001-01-6,ADORA2A,0.0508476429959801,3.196850781684579,False,False,183,-0.6263811068880729,5.477832588735958,True,False,True,-8.996035989797452,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.00546448087431694
BR00117006,CA5A,CONTINUOUS,13.708241248486749,3.7024642129920378,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.1781698534506109,3.042796706757936,False,False,187,-0.6676343573210264,6.174356528338744,True,False,True,-7.567253255991361,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.0053475935828877
BR00117006,ADA,CONTINUOUS,21.013313581700217,4.5840280956490895,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,0.3362177012733998,3.042796706757936,False,False,188,-0.3593165002342595,6.2311450279545975,True,False,True,-0.2621809227778904,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005319148936170213
BR00117006,CSF1R,CONTINUOUS,4.216961701674909,2.0535242150203414,21.275494504478107,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.4817437673732587,3.042796706757936,False,False,189,-2.0461104789957365,6.255261630248002,True,False,False,-17.0585328028032,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005291005291005291
BR00118039,HDAC6,CONTINUOUS,4.257437428582116,2.0633558657153923,21.371183642407196,96,96,124,260,geldanamycin|HSP90AB1|BRD-K43570081-001-02-4,HSP90AB1,-3.092278412349594,8.4438266662661,False,False,189,-6.816245354501805,16.127695700089802,True,False,False,-17.11374621382508,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005291005291005291
BR00118049,CSK,CONTINUOUS,2.1279337705485992,1.458743901632017,36.44277543917322,96,96,124,260,desonide|PLA2G1B|BRD-K21528677-001-04-4,PLA2G1B,-0.116980285997899,1.6293881804437385,False,False,190,-0.9551298273382992,2.8520337125305577,True,False,False,-34.31484166862462,not_available_in_cached_sweep,runs/kaggle_output/cpjump1_selection_sweep_results.csv,sha256:b79246463989a0a2676b2a6b84a1306ae15f2f3e5627680b686511df8e58f28a,False,0.005263157894736842
